"Player","Born","Nation","Pos","Squad","Comp","Age","MP","Min","Gls","Ast","Sh","SoT","CrdY","CrdR","Player_clean","tm_name","match_name","name","club","league","position","sub_position","date_of_birth","nationality","market_value_in_eur"
"Rubén García",1993,"es ESP","MF,FW","Osasuna","es La Liga",32,35,2229,2,5,31,10,6,0,"Ruben Garcia",NA,"Ruben Garcia","Rubén García","CA Osasuna","laliga","Attack","Right Winger",1993-07-14,"Spain",1600000
"Rudy Matondo",2008,"fr FRA","MF","Paris FC","fr Ligue 1",17,27,1357,2,0,13,5,4,1,"Rudy Matondo",NA,"Rudy Matondo","Rudy Matondo","AJ Auxerre","ligue-1","Midfield","Central Midfield",2008-03-13,"France",20000000
"Rui Modesto",1999,"ao ANG","MF","Udinese","it Serie A",25,3,119,0,1,1,1,0,0,"Rui Modesto",NA,"Rui Modesto","Rui Modesto","Udinese Calcio","serie-a","Attack","Right Winger",1999-10-07,"Angola",1800000
"Ruslan Malinovskyi",1993,"ua UKR","MF","Genoa","it Serie A",32,34,2235,6,3,55,15,10,0,"Ruslan Malinovskyi",NA,"Ruslan Malinovskyi","Ruslan Malinovskyi","Genoa CFC","serie-a","Midfield","Central Midfield",1993-05-04,"Ukraine",2500000
"Ryan Christie",1995,"sct SCO","MF","Bournemouth","eng Premier League",30,26,993,2,0,25,8,3,1,"Ryan Christie",NA,"Ryan Christie","Ryan Christie","AFC Bournemouth","premier-league","Midfield","Central Midfield",1995-02-22,"Scotland",8000000
"Ryan Gravenberch",2002,"nl NED","MF","Liverpool","eng Premier League",23,36,2992,5,3,38,13,5,0,"Ryan Gravenberch",NA,"Ryan Gravenberch","Ryan Gravenberch","Liverpool FC","premier-league","Midfield","Defensive Midfield",2002-05-16,"Netherlands",80000000
"Ryan Rodin",2006,"fr FRA","MF","Auxerre","fr Ligue 1",19,3,26,0,0,0,0,0,0,"Ryan Rodin",NA,"Ryan Rodin","Ryan Rodin","AJ Auxerre","ligue-1","Attack","Centre-Forward",2006-03-02,"France",300000
"Ryan Sessegnon",2000,"eng ENG","DF,MF","Fulham","eng Premier League",25,27,1823,3,1,16,4,0,0,"Ryan Sessegnon",NA,"Ryan Sessegnon","Ryan Sessegnon","Fulham FC","premier-league","Defender","Left-Back",2000-05-18,"England",22000000
"Ryan Yates",1997,"eng ENG","MF","Nottingham Forest","eng Premier League",27,22,617,0,2,9,2,3,0,"Ryan Yates",NA,"Ryan Yates","Ryan Yates","Nottingham Forest","premier-league","Midfield","Central Midfield",1997-11-21,"England",7000000
"Rémi Himbert",2008,"fr FRA","FW","Lyon","fr Ligue 1",17,6,131,1,0,10,1,0,0,"Remi Himbert",NA,"Remi Himbert","Rémi Himbert","Olympique Lyon","ligue-1","Attack","Left Winger",2008-02-29,"France",10000000
"Rémy Descamps",1996,"fr FRA","GK","Lyon","fr Ligue 1",29,5,450,0,0,0,0,0,0,"Remy Descamps",NA,"Remy Descamps","Rémy Descamps","Olympique Lyon","ligue-1","Goalkeeper","Goalkeeper",1996-06-25,"France",1500000
"Rémy Labeau Lascary",2003,"gp GLP","MF,FW","Brest","fr Ligue 1",22,27,1200,5,1,34,16,2,0,"Remy Labeau Lascary",NA,"Remy Labeau Lascary","Rémy Labeau Lascary","Stade Brestois 29","ligue-1","Attack","Centre-Forward",2003-03-03,"France",4000000
"Rômulo",2002,"br BRA","FW","RB Leipzig","de Bundesliga",23,30,2188,9,4,63,27,3,0,"Romulo",NA,"Romulo","Rômulo","RB Leipzig","bundesliga","Attack","Centre-Forward",2002-02-08,"Brazil",30000000
"Rúben Dias",1997,"pt POR","DF","Manchester City","eng Premier League",28,26,2141,2,0,10,4,3,0,"Ruben Dias",NA,"Ruben Dias","Rúben Dias","Manchester City","premier-league","Defender","Centre-Back",1997-05-14,"Portugal",55000000
"Saba Goglichidze",2004,"ge GEO","DF","Udinese","it Serie A",21,8,424,0,0,3,1,2,0,"Saba Goglichidze",NA,"Saba Goglichidze","Saba Goglichidze","Udinese Calcio","serie-a","Defender","Centre-Back",2004-06-25,"Georgia",3500000
"Sacha Boey",2000,"fr FRA","DF","Bayern Munich","de Bundesliga",24,9,463,0,0,6,0,1,0,"Sacha Boey",NA,"Sacha Boey","Sacha Boey","Bayern Munich","bundesliga","Defender","Right-Back",2000-09-13,"France",10000000
"Sadibou Sané",2004,"sn SEN","DF","Metz","fr Ligue 1",21,23,1940,2,1,6,2,5,2,"Sadibou Sane",NA,"Sadibou Sane","Sadibou Sané","FC Metz","ligue-1","Defender","Centre-Back",2004-06-10,"Senegal",7000000
"Sadik Fofana",2003,"tg TOG","MF","Lecce","it Serie A",22,5,84,0,0,2,0,0,0,"Sadik Fofana",NA,"Sadik Fofana","Sadik Fofana","US Lecce","serie-a","Midfield","Defensive Midfield",2003-05-16,"Togo",800000
"Sael Kumbedi",2005,"fr FRA","DF,MF","Wolfsburg","de Bundesliga",20,25,1869,0,5,6,0,3,0,"Sael Kumbedi",NA,"Sael Kumbedi","Saël Kumbedi","Olympique Lyon","ligue-1","Defender","Right-Back",2005-03-26,"France",12000000
"Said El Mala",2006,"de GER","FW,MF","Köln","de Bundesliga",18,34,1956,13,4,74,30,4,0,"Said El Mala",NA,"Said El Mala","Said El Mala","1.FC Köln","bundesliga","Attack","Left Winger",2006-08-26,"Germany",45000000
